Link,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation
Open !,9/28/2023 20:50,Folsom/El Dorado Hills,CA,USA,Orb,Orange orb chased away by airplanes,9/29/2023,,
Open,9/28/2023 15:59,Milwaukie,OR,USA,Circle,UAP fly by 6 F-18s in formation,10/8/2023,,Bird?
Open,9/28/2023 14:06,Babb,MT,USA,Sphere,"Reviewing videos to take screen shots, slowed the video down and saw a spec/sphere move across the video following a flight path.",10/6/2023,Y,
Open,9/28/2023 12:47,San Antonio,TX,USA,Circle,A real life ufo (flying saucer ) was flying fast in the sky and it stopped,10/6/2023,Y,
Open !,9/28/2023 12:15,Butte,MT,USA,Cube,Cube shaped item w no visible propulsion means. Followed shortly thereafter by three jets,10/4/2023,,
Open,9/28/2023 5:00,Naples,FL,USA,Circle,Unknown lights,10/4/2023,Y,
Open,9/28/2023 4:23,Spokane,WA,USA,Flash,A light show in the early morning hrs...wow,9/28/2023,,
Open,9/28/2023 4:20,West Deptford,NJ,USA,Sphere,UAP steady on the sky for 14 minutes of my driving .,9/29/2023,Y,Planet/Star
Open,9/27/2023 20:02,Amarillo,TX,USA,Disk,I spotted a bright light in the sky driving home and pointed a security camera towards it when i got home.,4/19/2024,Y,
Open,9/27/2023 18:16,Cambridge,OH,USA,Teardrop,High speed UFO Sighting,9/27/2023,Y,
Open,9/27/2023 17:44,Southbury,CT,USA,Unknown,12 aircraft being led by one,1/3/2024,Y,
Open,9/27/2023 8:45,cashtown/ortanna,PA,USA,Other,we seen a tiny funnel and then a giant shadow walk 5 steps across the sky on the way to work,9/30/2023,,
Open,9/27/2023 6:55,oklahoma city,OK,USA,Unknown,"There are two stationary very bright lights, in line in east to west,...are not stars. I have lived here 25 yrs-never been there.",9/27/2023,Y,Planet/Star?
Open,9/27/2023 2:30,Corsicana,TX,USA,Cross,There is one solid light that stays strong with 4 lights that slowly brightens and fades yet holds position,9/27/2023,,
Open,9/26/2023 22:50,North Bellmore,NY,USA,Orb,Bright light that changed color and faded on and off.,9/27/2023,Y,
Open,9/26/2023 20:35,Salt Lake City,UT,USA,Circle,Object seen going from the south to the north east,9/26/2023,,
Open,9/26/2023 19:26,Atchison,KS,USA,Orb,Small orange orb gaining very fast diagonal altitude and pausing for a second about 5 times before speeding west over head.,9/29/2023,,
Open,9/25/2023 22:51,Edgerton,MO,USA,Orb,The object doesn't move like an airplane it appears as a spinning ball of light.,9/27/2023,Y,
Open,9/25/2023 21:11,Rollinsville,CO,USA,Formation,6 rectangular lights in a straight line moving across the sky,10/3/2023,,Starlink
Open,9/25/2023 19:30,Tucson,AZ,USA,Star,"Initially 3 objects moving from 45 degrees, WNW, angling out in different directions. Then up to 10, from same spot moving to SE.",9/26/2023,,
Open,9/25/2023 18:55,mason city clear lake area,IA,USA,Light,A general summary over the years,9/25/2023,,
Open,9/25/2023 15:30,Estes Park,CO,USA,Disk,Photographed an unidentified flying object,9/29/2023,Y,Bird
Open,9/25/2023 9:54,Delta Township,MI,USA,Star,Stationary save for recording. Appeared again the next evening. Fast moving cloud also appeared witha light flash in middle,9/25/2023,,
Open,9/25/2023 9:30,Los Angeles,CA,USA,Changing,Flying object in the sky that changes shapes,9/25/2023,,Aircraft?
Open,9/25/2023 1:50,Tehachapi,CA,USA,Fireball,"A fireball shot in a lazy arc over the hillside, billowing a plume of bright orange flames, then extinguished and floated as a hazy orb",9/25/2023,Y,Rocket
Open !,9/24/2023 21:05,Centralia,IL,USA,Disk,Lights on a oval/disk craft with rotation,9/30/2023,,
Open,9/24/2023 18:15,Naperville,IL,USA,Disk,"Black disc gliding through the sky, then darting left and right.",9/24/2023,,
Open,9/24/2023 7:03,Monroe,GA,USA,Circle,Bright light in sky. Seemed too close to be a star. Not moving so not an airplane.,9/24/2023,Y,Planet/Star?
Open,9/23/2023 22:05,Loveland,CO,USA,Changing,Expanding and contracting distant white object,10/1/2023,Y,
Open,9/23/2023 21:30,Crittenden,KY,USA,Orb,On the night of September 23rd at 9:30 p.m. I was taking my dog out. When I seen bright lights moving from the NW to the SE,9/24/2023,,Starlink
Open,9/23/2023 10:00,Seattle,WA,USA,Unknown,"What appeared to be an airplane did not move at all for several minutes, and then suddenly vanished from that spot in the sky.",10/6/2023,,Aircraft?
Open !,9/23/2023 5:30,Huntersville,NC,USA,Flash,3 individual bright flashes of light and a separate large orb of light.,9/28/2023,,
Open,9/22/2023 20:12,Whitewater,CO,USA,Circle,Seen at the same hour last 2 nights,9/22/2023,,
Open,9/22/2023 17:30,Mukilteo,WA,USA,Unknown,This thing was moving Northabout as fast as a small airplane but it appeared to be tumbling and not traveling in straight line.,9/29/2023,Y,Balloon?
Open,9/22/2023 13:34,North las vegas,NV,USA,Changing,My first daytime sighting but can locate them and have multiple times in the night.,9/23/2023,Y,Balloon?
Open,9/22/2023 8:15,Lynchburg,VA,USA,Disk,On way to work on 29 northbound near airport noticed 3 light grey metallic saucer shaped objects in a triangular formation hovering,9/22/2023,,
Open,9/22/2023 5:20,Bullhead City,AZ,USA,Triangle,I was surprised at first.,10/28/2023,,
Open,9/21/2023 23:41,Albuquerque,NM,USA,Orb,Fast Moving Light ball appeared out of nowhere and shot straight up and disappeared,9/22/2023,,
Open,9/21/2023 23:35,Terre Haute,IN,USA,Unknown,"My dog was outside, then stopped in the yard. Looked around, then a flash of light that was a lighter blue above him.",9/21/2023,,
Open,9/21/2023 21:30,Ocean City,MD,USA,Light,Nineteen independent red lights appeared in sky,9/25/2023,,
Open,9/21/2023 21:00,Freedom,ME,USA,Light,star like but not,11/3/2023,,
Open,9/21/2023 20:45,Hammonton,NJ,USA,Formation,Lights disappeared one by one,9/21/2023,Y,
Open,9/21/2023 20:35,"Onalaska, WI",WI,USA,Circle,A large circle of light hovered over me for a number of seconds very high with blue green lights.,9/28/2023,,
Open,9/21/2023 20:05,Hot Springs,SD,USA,Light,"2 lines of green, constant lights",9/21/2023,,Starlink?
Open !,9/21/2023 19:14,hampton,NH,USA,Disk,"looked in the sky an armada of disks, I delta. somthing cam out of nothin I have photos.",9/22/2023,Y,
Open,9/21/2023 3:06,Loveland,CO,USA,Flash,Flashing light going across the sky,9/21/2023,,
Open !,9/21/2023 2:30,We were airborne heading East at 39000 feet,NE,USA,Light,Up to 4 UFO outside earths atmosphere,9/21/2023,,
Open,9/20/2023 23:46,Cowen,WV,USA,Changing,There were flashing lights everywhere in the night sky. I have video of them,9/21/2023,,
Open,9/20/2023 23:05,Madison,WI,USA,Triangle,Three separate lights made up a triangle which disappeared,10/4/2023,,
Open,9/20/2023 14:28,Columbus,OH,USA,Changing,"White object that appeared to change shape as it moved through space. Was up as high as a plane, flying over the 270/315 area",9/20/2023,Y,Balloon
Open !,9/20/2023 12:57,Nashville,TN,USA,Disk,"I observed a stationary, dull metallic colored disk for approximately 25 seconds before it disappeared.",9/24/2023,Y,
Open,9/20/2023 6:35,Arizona City,AZ,USA,Rectangle,Glowing green with white lights,9/22/2023,Y,Camera Anomaly
Open,9/20/2023 5:00,Milwaukee,0,USA,Circle,I saw a bright light like Jupiter or a bright star move zig zag across the sky changing directions and blinking and at high speeds,10/31/2023,Y,
Open,9/20/2023 4:01,Oakland,ME,USA,Circle,Have seen one around 15 times and on the 20th I recorded two different ones,9/22/2023,Y,
Open !,9/20/2023 3:07,Shasta lake,CA,USA,Unknown,Observed star like lights in the sky grow bright then disappear many times. Dozens would move in groups or individually.,9/20/2023,Y,
Open,9/19/2023 23:00,Huntington Station,NY,USA,Orb,Saw 1 bright light in night sky (brighter & closer than the stars) which caught my attention.,2/14/2024,Y,
Open,9/19/2023 22:37,Mercersburg,PA,USA,Circle,This orange orb pops up around 10:30 to 10:40 at various nights. No correlation to what nights or triggers.,9/20/2023,Y,
Open,9/19/2023 22:00,Revere,MA,USA,Flash,Flash of light that captured a entity,9/22/2023,Y,
Open,9/19/2023 21:14,Strong City,KS,USA,Rectangle,"Bright white dots (4 pin heads) coming up in a vertical line from ground level northwest approximately 3/4"" apart traveling southeast.",9/18/2023,Y,Starlink
Open,9/19/2023 13:40,Grants,NM,USA,Circle,"I was snapping photos of the surrounding area, and didn’t notice I had photographed two objects, one donut shaped, and one rectangular",9/27/2023,Y,
Open,9/19/2023 6:49,Morristown,TN,USA,Circle,Flying object,9/25/2023,Y,
Open,9/19/2023 6:00,Brewster,MA,USA,Circle,I got up and saw a bright steady light in the sky.,9/19/2023,Y,Camera Anomaly?
Open,9/19/2023 5:15,zumbrota,MN,USA,Circle,Pulsating object changing colors red green white moving left right up and down,9/20/2023,,Planet/Star?
Open,9/19/2023 2:39,Battle Mountain,-,USA,Orb,These balls of light would start appearing then would disappear.,9/19/2023,Y,
Open,9/19/2023 2:00,Cardington,OH,USA,Sphere,2 floating lights for 4-5 hours,10/2/2023,,
Open,9/18/2023 22:17,Whitefish,MT,USA,Cube,Two Black cubes flew between clouds,9/18/2023,Y,
Open,9/18/2023 21:50,Grinnell,IA,USA,Star,About 10 objects moved from one end of the sky to the other in less than a minute,9/29/2023,,Starlink?
Open !,9/18/2023 21:38,Yakima,WA,USA,Teardrop,"Flash of light behind the mountain, extremely bright object rose and hung in the sky and went out, disappeared but reappeared",9/19/2023,,
Open,9/18/2023 21:30,Kamiah,ID,USA,Orb,"Orange ball of light rises over tree line and zig zags vertically before rising into air while fading out, faded back in higher up",12/29/2023,,
Open,9/18/2023 21:10,Cortez,CO,USA,Sphere,"Noticed red lights, oblong, upright, that elongated and then receded several times.",9/18/2023,,
Open,9/18/2023 20:33,Carthage,MS,USA,Light,Multipe Flashing lights hovering over field.,9/20/2023,,
Open,9/18/2023 20:23,Bow,WA,USA,Orb,Bright white orb floating east moving at different speeds,9/18/2023,Y,
Open,9/18/2023 20:00,Tulsa,OK,USA,Circle,"My husband, nephew and myself witnessed 3 plane like objects. At first we thought it was a plane, it had a green light that flashed.",9/19/2023,,
Open,9/18/2023 19:40,Tucson,AZ,USA,Circle,"There was a loud bang and then lights everywhere flickering on and off, then moving in erratic ways",9/18/2023,,
Open,9/18/2023 18:58,Penrose,CO,USA,Egg,We saw a USO dropping off aliens and then it took off with 2 other crafts that were waiting for it,12/5/2023,,
Open,9/18/2023 6:55,Elburn,IL,USA,Oval,"High altitude, 3 contrails, strange shape. Suspected due to the reflection of the Sun but honestly can't tell it is really weird.",9/18/2023,Y,Aircraft
Open,9/18/2023 6:30,Charleston International Airport,SC,USA,Orb,Moving in a strange way,9/18/2023,,
Open,9/17/2023 21:40,Ossining,NY,USA,Orb,Two orbs were bouncing off of each other in the night sky,9/18/2023,Y,Searchlight
Open,9/17/2023 21:00,Taylor,ND,USA,Formation,Lights moved from east to south and back east when I got t the shop,10/7/2023,Y,
Open,9/17/2023 20:11,Grove City,OH,USA,Unknown,Five silent lighted crafts,9/17/2023,Y,
Open,9/17/2023 19:57,Otsego,NY,USA,Circle,"3 orange circles in the sky, moved slowly, grew brighter and then dimmed, Disappeared after watching for 10 minutes",9/17/2023,Y,
Open !,9/17/2023 19:40,Fort Worth,TX,USA,Cigar,A cigar shaped craft moved over the south end of the runway of Naval Air Station Joint Reserve Base Fort Worth,9/17/2023,,
Open,9/17/2023 15:46,North Bethesda,MD,USA,Oval,"Oval Craft Moves Slowly Over Potomac, Maryland",9/17/2023,Y,
Open,9/17/2023 8:45,San Rafael (Lucas Valley / Marinwood),CA,USA,Light,About 20 bright lights floating inline,9/17/2023,,Starlink
Open,9/17/2023 1:35,Melrose,WI,USA,Sphere,Saw an object approx 15-20K feet that appeared to be rotating in a shere,9/17/2023,Y,
Open,9/17/2023 1:30,Hueytown,AL,USA,Cylinder,Initially noticed something hovering then I started paying attention and watched the next night when the sky was full of movement,9/19/2023,,
Open,9/16/2023 22:15,Lake Worth,FL,USA,Orb,I felt compelled to go outside around 10:15 PM and I saw these reddish-orange orbs in the sky.,9/22/2023,Y,
Open,9/16/2023 22:05,Kirksville,MO,USA,Disk,All sorts of lights showing,9/16/2023,,
Open,9/16/2023 21:00,Spokane,WA,USA,Light,"One bright, shiny fuzzy spark JRA...just rolling along",9/17/2023,,
Open,9/16/2023 20:45,Around Ashland or Thornton,NH,USA,Circle,We saw an object we couldn’t identify over the highway it hovered for a moment moved slightly and disappeared suddenly,9/20/2023,Y,
Open,9/16/2023 20:35,Plainview,NY,USA,Other,Slow Moving and well lighted object in the shape of a very long ladder with length of three football fields It was huge.,9/16/2023,,
Open,9/16/2023 20:16,Indian Lake,NY,USA,Star,Bright star like appearance then disappears,9/17/2023,Y,
Open,9/16/2023 20:15,Southbury,CT,USA,Changing,"2 Flashing orb/cubes caught circling each other, then going to a wider diameter, then separating and going off in opposite directions",10/1/2023,Y,
Open,9/16/2023 20:13,North Tonawanda,NY,USA,Sphere,"I witnessed an object pacing, and exceeding the speed of, the International Space Station.",9/16/2023,,
Open,9/16/2023 20:12,Conneaut,OH,USA,Light,UFO seen following and then passing International Space Station.,9/17/2023,,
Open,9/16/2023 20:05,Levittown,NY,USA,Orb,"Short downward Flash like meteor, then stopped and became a pulsing sphere, and moved across the sky ESE direction",10/30/2023,Y,
Open,9/16/2023 20:00,Levittown,NY,USA,Sphere,"Short flash like falling star, then stopped suddenly as a bright orb and started crossing sky southeastward",9/18/2023,Y,
Open,9/16/2023 19:45,Clearfield,UT,USA,Fireball,My 7 year old took a picture of this fireball he saw in the sky. By the time he came inside to show us it was gone.,9/17/2023,Y,
Open,9/16/2023 19:30,New Haven,CT,USA,Light,"Thought it was shooting star, no sound. Stopped/hung in mid-air. 3 red lights, turned green. Lights turned white then flew west.",9/16/2023,,
Open,9/16/2023 16:50,Chicago,IL,USA,Cross,"Item, larger than an eagle, traveling eastward (and potentially a little north or south) , not moving upwards or downwards in the sky.",9/16/2023,Y,Drone?
Open,9/16/2023 16:00,Bainbridge Island,WA,USA,Orb,"Walking my dog, I look up to see another of these Orbs of bright white light silently, gliding, low and slightly wobbly.",1/30/2024,Y,
Open,9/16/2023 4:30,Versailles,IN,USA,Cylinder,I got up to use the bathroom and saw bright lights near my window that were beyond anything I've seen,9/16/2023,,
Open,9/16/2023 4:26,Kinston,NC,USA,Unknown,I seen some sort of insect mantis looking being,10/5/2023,Y,
Open,9/16/2023 2:06,Sagola,MI,USA,Flash,"I have been witnessing strange lights almost every night sometimes in the sky, sometimes in the woods or on the ground.",9/17/2023,Y,
Open !,9/16/2023 0:20,Aurora,CO,USA,Orb,Orb or disc hovering by Buckley AFB at night,9/16/2023,,
Open,9/15/2023 23:48,Avon Park,FL,USA,Changing,Orange glow,9/15/2023,Y,
Open,9/15/2023 23:35,Bradenton,FL,USA,Other,"It was long and slender and appeared to be a solid, brilliant red that terminated in a distinct ""V"" shape at its rear end.",9/15/2023,,
Open,9/15/2023 21:15,Canandaigua,NY,USA,Orb,"Lights moving diagonally thru Big Dipper, disappearing and seemingly ‘reappearing’ at the start of the line",9/16/2023,Y,Starlink?
Open,9/15/2023 21:15,Fife,WA,USA,Sphere,straight line of object rising in the sky,9/15/2023,,
Open,9/15/2023 20:34,Belle Fourche,SD,USA,Circle,Bright orbs,9/17/2023,Y,
Open,9/15/2023 15:30,Tucson,AZ,USA,Disk,"We witnessed a low flying object approaching slowly from the west going eastward, while I was driving home on 9/15/‘23 around 3:30 P.M.",9/18/2023,,
Open,9/15/2023 5:30,Ferrisburgh,VT,USA,Disk,Moving light amongst the stars,9/16/2023,Y,
Open,9/15/2023 5:17,Las Vegas,NV,USA,Orb,"A distant orb makes several different changes of direction, and then speeds off.",9/16/2023,Y,
Open,9/15/2023 4:40,Lubbock,TX,USA,Unknown,Blinking lights in the sky,9/16/2023,Y,Drone?
Open !,9/14/2023 23:55,Wheaton,IL,USA,Fireball,"While driving, a giant, bright neon green fireball/sphere shape w/irregular edges flew downward from the sky south to north",9/14/2023,,
Open,9/14/2023 23:30,Santa Rosa Beach,FL,USA,Chevron,2 Cloud-like chevron/ V-shaped objects pass over house about 30 seconds apart,9/17/2023,,
Open,9/14/2023 22:40,Trumbull,CT,USA,Circle,Glowing orb which suddenly vanished.,9/15/2023,Y,
Open,9/14/2023 22:35,East Bridgewater,MA,USA,Rectangle,Saw four large rectangle shaped white lights hovering in the distance.,10/26/2023,,
