Occurred,City,State,Country
"07/25/2023 04:40","Louisville","KY","USA"
"07/25/2023 02:05","sacramento","CA","USA"
"07/24/2023 22:45","Satellite Bch.","FL","USA"
"07/24/2023 22:38","Olympia, near the nisqually basin.","WA","USA"
"07/24/2023 22:30","Staten Island","NY","USA"
"07/24/2023 21:53","Stone harbor","NJ","USA"
"07/24/2023 21:30","Hubert","NC","USA"
"07/24/2023 21:30","North Myrtle Beach","SC","USA"
"07/24/2023 20:50","Los Angeles","CA","USA"
"07/24/2023 20:02","Enfield","CT","USA"
"07/24/2023 09:45","Ouray","CO","USA"
"07/24/2023 01:30","Wetmore","MI","USA"
"07/24/2023 00:20","Newcastle","WA","USA"
"07/24/2023 00:00","Buffalo","NY","USA"
"07/23/2023 23:32","Greenfield","IN","USA"
"07/23/2023 23:30","Wabash","IN","USA"
"07/23/2023 22:20","Buffalo","NY","USA"
"07/23/2023 21:51","Fort Worth","TX","USA"
"07/23/2023 21:46","McKinney","TX","USA"
"07/23/2023 21:45","Quanah","TX","USA"
"07/23/2023 21:30","Florence","TX","USA"
"07/23/2023 21:30","Buckholts","TX","USA"
"07/23/2023 21:26","South Padre Island","TX","USA"
"07/23/2023 21:26","GRAHAM","TX","USA"
"07/23/2023 21:26","Copperas Cove","TX","USA"
"07/23/2023 21:26","Caddo Mills","TX","USA"
"07/23/2023 21:25","Haslet","TX","USA"
"07/23/2023 21:25","Frisco","TX","USA"
"07/23/2023 21:25","Southlake","TX","USA"
"07/23/2023 21:25","Odessa","TX","USA"
"07/23/2023 21:25","Albany","TX","USA"
"07/23/2023 21:24","Dallas","TX","USA"
"07/23/2023 21:24","Austin","TX","USA"
"07/23/2023 21:24","Fredericksburg","TX","USA"
"07/23/2023 21:24","Noble","OK","USA"
"07/23/2023 21:24","Odessa","TX","USA"
"07/23/2023 21:23","Leander","TX","USA"
"07/23/2023 21:20","El Reno","OK","USA"
"07/23/2023 21:06","Limon","CO","USA"
"07/23/2023 21:00","Northfield","NH","USA"
"07/23/2023 20:58","Louisville","KY","USA"
"07/23/2023 20:54","Auburndale","FL","USA"
"07/23/2023 20:53","Winter Garden","FL","USA"
"07/23/2023 19:00","Lubbock","TX","USA"
"07/23/2023 10:45","New Haven","CT","USA"
"07/23/2023 09:25","Harlingen","TX","USA"
"07/23/2023 09:23","Midland","TX","USA"
"07/23/2023 02:27","Buford","GA","USA"
"07/23/2023 01:00","Estes Park","CO","USA"
"07/23/2023 00:06","Yuba City","CA","USA"
"07/23/2023 00:00","Everett","WA","USA"
"07/22/2023 23:40","Mead/Johnstown","CO","USA"
"07/22/2023 22:30","Los angeles","CA","USA"
"07/22/2023 21:45","Summit","NY","USA"
"07/22/2023 21:30","Bellefonte","PA","USA"
"07/22/2023 21:30","Miami Beach","FL","USA"
"07/22/2023 21:00","Port Aransas","TX","USA"
"07/22/2023 20:59","Crab Orchard","KY","USA"
"07/22/2023 20:22","Fort Laudetdale","FL","USA"
"07/22/2023 20:16","Whitman","MA","USA"
"07/22/2023 15:44","NY","NY","USA"
"07/22/2023 15:30","Hobucken","NC","USA"
"07/22/2023 15:30","Idaho Falls","ID","USA"
"07/22/2023 11:30","Springfield","IN","USA"
"07/22/2023 07:31","La Porte","TX","USA"
"07/22/2023 03:36","Indianapolis","IN","USA"
"07/22/2023 02:23","Huntington","NY","USA"
"07/22/2023 00:45","Mandeville","LA","USA"
"07/22/2023 00:00","Louningberg","VT","USA"
"07/21/2023 22:56","Lakeville","MA","USA"
"07/21/2023 22:15","Los Angeles","CA","USA"
"07/21/2023 22:15","Lewisburg","PA","USA"
"07/21/2023 22:00","Ocala","FL","USA"
"07/21/2023 21:40","Tiburon","CA","USA"
"07/21/2023 21:00","New Auburn","MN","USA"
"07/21/2023 20:30","Twentynine Palms","CA","USA"
"07/21/2023 19:36","Tucson","AZ","USA"
"07/20/2023 23:30","Yelm","WA","USA"
"07/20/2023 22:24","Bellevue","WA","USA"
"07/20/2023 22:00","San diego","CA","USA"
"07/20/2023 21:45","Reno","NV","USA"
"07/20/2023 21:45","Trabuco canyon","CA","USA"
"07/20/2023 21:28","Ocala","FL","USA"
"07/20/2023 20:45","Cedaredge","CO","USA"
"07/20/2023 20:32","Anniston","AL","USA"
"07/20/2023 20:16","Marlton","NJ","USA"
"07/20/2023 19:35","Dover","NH","USA"
"07/20/2023 19:18","Salem","OR","USA"
"07/20/2023 18:53","Gloucester","MA","USA"
"07/20/2023 16:41","Bonita","CA","USA"
"07/20/2023 10:00","Baldwin","GA","USA"
"07/20/2023 02:20","Lock Haven","PA","USA"
"07/19/2023 23:00","Eagle Grove","IA","USA"
"07/19/2023 22:15","Hempstead","TX","USA"
"07/19/2023 22:15","Mancos","CO","USA"
"07/19/2023 22:00","Winder","GA","USA"
"07/19/2023 21:39","Lillington","NC","USA"
"07/19/2023 21:15","Humboldt","AZ","USA"
"07/19/2023 21:15","Valley Village","CA","USA"
"07/19/2023 21:14","Malibu","CA","USA"
"07/19/2023 21:12","Duarte","CA","USA"
"07/19/2023 21:11","Fontan","CA","USA"
"07/19/2023 21:10","Menifee","CA","USA"
"07/19/2023 21:00","Earlimart, Allensworth area.","CA","USA"
"07/19/2023 20:59","San Diego","CA","USA"
"07/19/2023 19:00","San Jose","CA","USA"
"07/19/2023 17:31","Dayton","OH","USA"
"07/19/2023 14:00","Powell Junction","ID","USA"
"07/19/2023 09:16","Rialto","CA","USA"
"07/19/2023 07:27","Lemon Grove","CA","USA"
"07/18/2023 21:35","Green Valley","AZ","USA"
"07/18/2023 21:15","Farmington","NM","USA"
"07/18/2023 20:24","Merrick","NY","USA"
"07/18/2023 20:00","Boston","MA","USA"
"07/18/2023 19:44","Sterling Heights","MI","USA"
"07/17/2023 23:35","Lancaster","PA","USA"
"07/17/2023 23:00","Plains","MT","USA"
"07/17/2023 22:10","New Brighton","MN","USA"
"07/17/2023 21:50","Chicago","IL","USA"
"07/17/2023 21:17","Brooklyn","NY","USA"
"07/17/2023 19:00","Casa Grande","AZ","USA"
"07/17/2023 10:27","Sullivan","MO","USA"
"07/17/2023 10:13","La Mirada","CA","USA"
"07/17/2023 07:50","Kissimmee","FL","USA"
"07/16/2023 23:30","Blanco","TX","USA"
"07/16/2023 23:20","Corbett","OR","USA"
"07/16/2023 22:30","Graniteville","SC","USA"
"07/16/2023 22:02","Beachwood","NJ","USA"
"07/16/2023 22:00","Lake Mcconaughy (Cedar View Beach)","CO","USA"
"07/16/2023 22:00","Folsom","NM","USA"
"07/16/2023 21:56","Pine Bluff","AR","USA"
"07/16/2023 21:04","Tremonton","CA","USA"
"07/16/2023 21:03","Milwaukee","WI","USA"
"07/16/2023 19:38","HAMBURG","NY","USA"
"07/16/2023 15:15","STUART","FL","USA"
"07/16/2023 14:06","Redmond","OR","USA"
"07/16/2023 13:00","Gilbert","AZ","USA"
"07/16/2023 08:40","Winnemucca","NV","USA"
"07/16/2023 00:44","Dallas","TX","USA"
"07/15/2023 23:52","Fort Lauderdale","FL","USA"
"07/15/2023 23:30","Port Angeles","WA","USA"
"07/15/2023 22:40","Fullerton","PA","USA"
"07/15/2023 22:00","Watkins","MN","USA"
"07/15/2023 21:47","Eugene","OR","USA"
"07/15/2023 21:41","Asbury Lake","FL","USA"
"07/15/2023 20:15","Doyline","LA","USA"
"07/15/2023 18:20","Seattle","WA","USA"
"07/15/2023 12:06","Bentonville","AR","USA"
"07/15/2023 05:00","Springtown","TX","USA"
"07/15/2023 00:01","Shasta City","CA","USA"
"07/14/2023 23:45","Cusseta","AL","USA"
"07/14/2023 23:20","Villas","NJ","USA"
"07/14/2023 23:02","Bristol","PA","USA"
"07/14/2023 23:00","Seabeck","WA","USA"
"07/14/2023 23:00","Simpsonville","SC","USA"
"07/14/2023 22:54","Spanaway","WA","USA"
"07/14/2023 22:45","Riverside","CA","USA"
"07/14/2023 22:11","Hernando","FL","USA"
"07/14/2023 22:06","Wellton","AZ","USA"
"07/14/2023 21:13","destin","AR","USA"
"07/14/2023 21:00","New haven","CT","USA"
"07/14/2023 20:41","Goodyear","AZ","USA"
"07/14/2023 10:20","Kailua Kona","HI","USA"
"07/14/2023 05:10","Bear","DE","USA"
"07/14/2023 05:10","Bear","DE","USA"
"07/14/2023 05:00","Fairfield","CT","USA"
"07/14/2023 01:26","Carmel","IN","USA"
"07/14/2023 00:30","Lesterville","MO","USA"
"07/13/2023 23:40","Portland","OR","USA"
"07/13/2023 23:15","Merced","CA","USA"
"07/13/2023 23:15","SANDUSKY","OH","USA"
"07/13/2023 23:00","Island Park Reservoir","NV","USA"
"07/13/2023 22:42","Occidental","CA","USA"
"07/13/2023 22:00","Murrels Inlet","AL","USA"
"07/13/2023 21:44","Prescott Valley","AZ","USA"
"07/13/2023 21:40","Upland","CA","USA"
"07/13/2023 21:10","Oceanside","CA","USA"
"07/13/2023 21:00","Richardson","TX","USA"
"07/13/2023 20:30","McKinney","TX","USA"
"07/13/2023 20:21","North haven","CT","USA"
"07/13/2023 20:00","Wells","NV","USA"
"07/13/2023 20:00","Wells","NV","USA"
"07/13/2023 16:29","Arlington","WA","USA"
"07/13/2023 11:00","Gilbert","AZ","USA"
"07/13/2023 05:13","West Hills","CA","USA"
"07/13/2023 04:59","Plainfield","IN","USA"
"07/13/2023 02:15","Conyers","GA","USA"
"07/13/2023 00:15","Lincoln City","OR","USA"
"07/12/2023 23:36","Fairview Park","OH","USA"
"07/12/2023 23:05","Prosser","WA","USA"
"07/12/2023 22:20","South Onondaga/ Onondaga Nation Reservation","NY","USA"
"07/12/2023 21:23","Epping","NH","USA"
"07/12/2023 21:13","Virginia Beach","VA","USA"
"07/12/2023 20:30","Newport News","VA","USA"
"07/12/2023 20:00","Willow street","PA","USA"
"07/12/2023 20:00","Three Rivers","MI","USA"
"07/12/2023 09:18","Osage Beach","MO","USA"
"07/12/2023 07:51","Irvine","CA","USA"
"07/12/2023 05:05","Mesquite","NM","USA"
"07/12/2023 00:28","Skiatook","OK","USA"
"07/11/2023 23:00","The Plains","OH","USA"
"07/11/2023 22:45","Ashland city","TN","USA"
"07/11/2023 22:30","Minneapolis","MN","USA"
"07/11/2023 22:30","Lancaster CA","CA","USA"
"07/11/2023 22:15","Vallecito","NM","USA"
"07/11/2023 22:05","Lakewood","WA","USA"
"07/11/2023 22:00","Hubbardston","MI","USA"
"07/11/2023 21:45","McMinnville","OR","USA"
"07/11/2023 21:30","Orange","MA","USA"
"07/11/2023 21:15","Cottonwood","AZ","USA"
"07/11/2023 21:00","Rockville","MD","USA"
"07/11/2023 12:19","Fairview","NC","USA"
"07/11/2023 09:15","Vancouver","WA","USA"
"07/11/2023 03:45","Eaton Rapids","MI","USA"
"07/11/2023 03:38","Lawrenceville","NJ","USA"
"07/11/2023 03:33","Hollywood","CA","USA"
"07/10/2023 23:56","winchester","VA","USA"
"07/10/2023 23:45","Tacoma","WA","USA"
"07/10/2023 23:00","Madison Wisconsin","WI","USA"
"07/10/2023 23:00","Hutto","AZ","USA"
"07/10/2023 22:40","Lexington","SC","USA"
"07/10/2023 22:30","Chattanooga","TN","USA"
"07/10/2023 22:00","Attalla","AL","USA"
"07/10/2023 22:00","Vedauwoo","WY","USA"
"07/10/2023 21:49","F68J+53P Sugarcreek","PA","USA"
"07/10/2023 21:33","Pine Bluff","AR","USA"
"07/10/2023 20:30","Rockville","MD","USA"
"07/10/2023 20:29","Defiance","MO","USA"
"07/10/2023 20:04","Scotch Plains","NY","USA"
"07/10/2023 19:21","Walden","NY","USA"
"07/10/2023 17:23","McNeal","AZ","USA"
"07/10/2023 07:20","Lincoln","NE","USA"
"07/10/2023 00:10","Skiatook","OK","USA"
"07/09/2023 23:54","Melbourne","FL","USA"
"07/09/2023 23:41","","CA","USA"
"07/09/2023 23:15","North Myrtle Beach","OH","USA"
"07/09/2023 22:40","Moundridge","KS","USA"
"07/09/2023 22:13","Sutton","VT","USA"
"07/09/2023 21:32","Imperial Beach","CA","USA"
"07/09/2023 21:30","Greentown","IN","USA"
"07/09/2023 21:00","Saint Clairsville","OH","USA"
"07/09/2023 05:00","Oxnard","CA","USA"
"07/09/2023 00:00","Sanford","FL","USA"
"07/08/2023 23:40","South Saint Paul","MN","USA"
"07/08/2023 21:43","Winston alem","NC","USA"
"07/08/2023 21:40","Crystal River","FL","USA"
"07/08/2023 18:20","Des Moines","WA","USA"
"07/08/2023 09:30","coatesville","PA","USA"
"07/08/2023 00:45","Rupert","WV","USA"
"07/07/2023 23:57","Harlowton","MT","USA"
"07/07/2023 22:09","Durham","NC","USA"
"07/07/2023 21:40","Commerce","GA","USA"
"07/07/2023 21:30","Lincoln","CA","USA"
"07/07/2023 21:20","Kansas City","MO","USA"
"07/07/2023 20:53","Roseburg","OR","USA"
"07/07/2023 20:33","Hurst","TX","USA"
"07/07/2023 13:58","Haines AK-Mosquito Lake Logging Trail Close to Canada","AK","USA"
"07/07/2023 12:36","Proctor","VT","USA"
"07/07/2023 07:50","Oakwood","IL","USA"
"07/06/2023 22:12","Forest City","NC","USA"
"07/06/2023 22:00","Blaine","MN","USA"
"07/06/2023 21:40","Dekalb","IL","USA"
"07/06/2023 17:15","Fresno","CA","USA"
"07/06/2023 11:00","Spokane Valley","WA","USA"
"07/06/2023 07:50","Pottstown","PA","USA"
"07/05/2023 23:38","Reno","OH","USA"
"07/05/2023 23:20","Boise","ID","USA"
"07/05/2023 23:00","Milton","VT","USA"
"07/05/2023 21:50","Concord","CA","USA"
"07/05/2023 21:40","Pine Bluff","AR","USA"
"07/05/2023 20:59","Emerald Isle","NC","USA"
"07/05/2023 20:25","Boston","MA","USA"
"07/05/2023 13:16","San Jacinto","CA","USA"
"07/05/2023 10:45","Canal Winchester","OH","USA"
"07/05/2023 10:45","Bad axe","MI","USA"
"07/05/2023 09:15","Ocean springs","MS","USA"
"07/05/2023 07:38","Grand Prarie","TX","USA"
"07/04/2023 23:40","Cheektowaga","NY","USA"
"07/04/2023 23:30","Tacoma","WA","USA"
"07/04/2023 23:00","Cheshire","CT","USA"
"07/04/2023 23:00","cheshire","CT","USA"
"07/04/2023 22:33","Westland","MI","USA"
"07/04/2023 22:30","Red Bluff","CA","USA"
"07/04/2023 22:19","Macomb","MI","USA"
"07/04/2023 22:12","Mount Holly springs","PA","USA"
"07/04/2023 22:00","Gresham","OR","USA"
"07/04/2023 22:00","Spokane","WA","USA"
"07/04/2023 21:38","Fresno","CA","USA"
"07/04/2023 21:35","Brooklyn","NY","USA"
"07/04/2023 21:35","Brunswick","MD","USA"
"07/04/2023 21:30","reno","NV","USA"
"07/04/2023 21:30","Tucson","AZ","USA"
"07/04/2023 21:25","Mission Viejo","CA","USA"
"07/04/2023 21:21","El Paso","TX","USA"
"07/04/2023 21:14","Pirtsmouth","VA","USA"
"07/04/2023 21:00","Mission Viejo","CA","USA"
"07/04/2023 21:00","Columbia","NC","USA"
"07/04/2023 20:50","Waynesville","MO","USA"
"07/04/2023 20:47","Pelham","NY","USA"
"07/04/2023 18:30","Orange","VA","USA"
"07/04/2023 08:55","sarasota","FL","USA"
"07/03/2023 23:00","Lincoln","NE","USA"
"07/03/2023 22:10","Knoxville","TN","USA"
"07/03/2023 21:50","Jackson","WI","USA"
"07/03/2023 21:48","Bellevue","WA","USA"
"07/03/2023 21:20","Justice","IL","USA"
"07/03/2023 20:42","Phoenix","AZ","USA"
"07/03/2023 18:00","Toledo","OH","USA"
"07/03/2023 12:20","Lava Hot Springs","ID","USA"
"07/03/2023 10:26","Timnath","CO","USA"
"07/03/2023 05:04","NYC","NY","USA"
"07/03/2023 03:45","Portland","OR","USA"
"07/03/2023 01:30","Monroe","WA","USA"
"07/02/2023 21:45","Elizabethtown","PA","USA"
"07/02/2023 21:40","Rapid City","SD","USA"
"07/02/2023 21:35","Vandergrift","PA","USA"
"07/02/2023 21:30","St. George","UT","USA"
"07/02/2023 21:25","North cape may","NJ","USA"
"07/02/2023 19:05","Montgomeryville","PA","USA"
"07/02/2023 13:34","Abo ruins near Belen","NM","USA"
"07/02/2023 01:19","Coalinga","CA","USA"
"07/01/2023 23:23","Avenal, CA","CA","USA"
"07/01/2023 22:42","Quincy","IL","USA"
"07/01/2023 21:57","Eden Prairie","MN","USA"
"07/01/2023 21:33","Shenandoah","VA","USA"
"07/01/2023 21:13","West Orange","NJ","USA"
"07/01/2023 21:12","Woodridge","IL","USA"
"07/01/2023 20:57","Milford","IA","USA"
"07/01/2023 20:50","Marion","IL","USA"
"07/01/2023 19:10","Charlotte","NC","USA"
"07/01/2023 19:08","Denver","CO","USA"
"07/01/2023 11:30","Warsaw","KY","USA"
"07/01/2023 03:30","Approx. 2.5 NM off coast of Sloop Point","NJ","USA"
"06/30/2023 19:25","Highmore","SD","USA"
"06/30/2023 14:00","Winnemucca","NV","USA"
"06/30/2023 01:26","Keizer","OR","USA"
"06/29/2023 21:30","Garfield","AR","USA"
"06/29/2023 20:17","Spokane","WA","USA"
"06/29/2023 20:17","Spokane","WA","USA"
"06/29/2023 17:45","Wright City","MO","USA"
"06/29/2023 15:45","Oklahoma City","OK","USA"
"06/29/2023 15:00","Ukiah","CA","USA"
"06/29/2023 13:11","Sacramento","CA","USA"
"06/29/2023 04:00","Mankato","MN","USA"
"06/29/2023 02:41","Binghamton","NY","USA"
"06/28/2023 20:15","Lynn Haven","FL","USA"
"06/28/2023 19:40","Cape Coral","FL","USA"
"06/28/2023 12:43","Puyallup","WA","USA"
"06/28/2023 03:48","Fort Clark Springs, Brackettville","TX","USA"
"06/28/2023 01:30","Gulfport","FL","USA"
"06/28/2023 00:47","Lamont","CA","USA"
"06/27/2023 22:15","Woodford","VA","USA"
"06/27/2023 21:40","Marion","IA","USA"
"06/27/2023 21:20","Northglenn","CO","USA"
"06/27/2023 21:03","Key West","FL","USA"
"06/27/2023 03:30","Fortuna Foothills","AZ","USA"
"06/26/2023 21:40","ravenden springs","AR","USA"
"06/26/2023 20:15","Cordova","SC","USA"
"06/26/2023 20:12","Hattiesburg","MS","USA"
"06/26/2023 04:25","Firebaugh","CA","USA"
"06/25/2023 23:15","Bellevue","WA","USA"
"06/25/2023 22:56","Neodesha","KS","USA"
"06/25/2023 22:40","Keizer","OR","USA"
"06/25/2023 22:40","Keizer","OR","USA"
"06/25/2023 22:00","New Milford","CT","USA"
"06/25/2023 21:31","Jersey City","NJ","USA"
"06/25/2023 21:30","New York City","NY","USA"
"06/25/2023 21:15","Norwalk","CT","USA"
"06/25/2023 21:00","Oakdale","CA","USA"
"06/25/2023 20:46","Elida","OH","USA"
"06/25/2023 20:31","Jefferson","GA","USA"
"06/25/2023 20:20","Bellevue","WA","USA"
"06/25/2023 20:20","Worcester","MA","USA"
"06/25/2023 20:00","Bowling Green","KY","USA"
"06/25/2023 19:57","Hoover","AL","USA"
"06/25/2023 19:00","Long Beach","CA","USA"
"06/25/2023 18:41","Riverside","RI","USA"
"06/25/2023 18:01","Issaquah","WA","USA"
"06/25/2023 16:36","Corvallis","OR","USA"
"06/25/2023 16:28","Portland","OR","USA"
"06/25/2023 13:30","Newport Beach","CA","USA"
"06/25/2023 06:05","Olancha","CA","USA"
"06/25/2023 04:43","Bismarck","AR","USA"
"06/25/2023 04:30","Manteca","CA","USA"
"06/25/2023 00:38","Gautier","MS","USA"
"06/25/2023 00:00","Austin","TX","USA"
"06/25/2023 00:00","Poole Town Centre","-","USA"
"06/24/2023 23:00","Longview","WA","USA"
"06/24/2023 22:35","Dennison","OH","USA"
"06/24/2023 22:22","Morrison","TN","USA"
"06/24/2023 21:31","Salem","VA","USA"
"06/24/2023 21:16","Loganville","GA","USA"
"06/24/2023 21:15","Prescott Valley","AZ","USA"
"06/24/2023 21:14","Rural Kirkwood","IL","USA"
"06/24/2023 20:45","El Centro","CA","USA"
"06/24/2023 18:45","Seattle","WA","USA"
"06/24/2023 18:45","Coupeville","WA","USA"
"06/24/2023 15:23","Parker","CO","USA"
"06/24/2023 04:09","Joshua tree","CA","USA"
"06/24/2023 04:00","phoenix","AZ","USA"
"06/23/2023 23:23","Chelmsford","MA","USA"
"06/23/2023 22:45","Wheat Ridge","CO","USA"
"06/23/2023 22:30","Lamy","NM","USA"
"06/23/2023 22:20","Clines corner","NM","USA"
"06/23/2023 22:20","Corrales","NM","USA"
"06/23/2023 21:52","Racine","WI","USA"
"06/23/2023 21:48","Plymouth","MA","USA"
"06/23/2023 20:04","Coarsegold","CA","USA"
"06/23/2023 18:30","San diego","CA","USA"
"06/23/2023 03:00","Savannah","GA","USA"
"06/22/2023 23:59","Rio Dell","CA","USA"
"06/22/2023 23:58","Mountain Home","AR","USA"
"06/22/2023 23:22","Grand Rapids","MI","USA"
"06/22/2023 22:18","New Castle","CO","USA"
"06/22/2023 21:59","Placentia","CA","USA"
"06/22/2023 21:16","Jacksonville","FL","USA"
"06/22/2023 21:00","Yucaipa","CA","USA"
"06/22/2023 20:00","Sandy","UT","USA"
"06/22/2023 14:00","Yellowstone National Park","WY","USA"
"06/22/2023 13:45","Cleveland","OH","USA"
"06/22/2023 05:35","Port St. Lucie","FL","USA"
"06/22/2023 05:25","orlando","FL","USA"
"06/21/2023 23:30","Baker","CA","USA"
"06/21/2023 23:15","Texas Creek/Cotopaxi","CO","USA"
"06/21/2023 23:00","DEERFIELD BEACH","FL","USA"
"06/21/2023 22:55","","CA","USA"
"06/21/2023 21:20","Port St Lucie","FL","USA"
"06/21/2023 21:15","Niles","IL","USA"
"06/21/2023 20:35","Del Mar","CA","USA"
"06/21/2023 17:00","Upland","CA","USA"
"06/21/2023 15:09","","-","USA"
"06/21/2023 07:05","Fresno","CA","USA"
"06/21/2023 00:15","Palm Springs","CA","USA"
"06/20/2023 23:51","Greenback","TN","USA"
"06/20/2023 23:08","Gustine","CA","USA"
"06/20/2023 22:55","Stillwater","OK","USA"
"06/20/2023 22:30","Panama City Beach","FL","USA"
"06/20/2023 21:20","Glendale","AZ","USA"
"06/20/2023 20:41","sarasota","FL","USA"
"06/20/2023 19:35","Los Angeles","CA","USA"
"06/20/2023 16:20","Cedar Rapids","IA","USA"
"06/20/2023 11:09","Boca Raton","FL","USA"
"06/20/2023 03:08","Berwick","PA","USA"
"06/20/2023 01:20","Avon","MN","USA"
"06/19/2023 23:30","Commack","NY","USA"
"06/19/2023 22:20","","ID","USA"
"06/19/2023 21:50","Vancouver","WA","USA"
"06/19/2023 21:03","Riverview","FL","USA"
"06/19/2023 20:40","Fresno","CA","USA"
"06/19/2023 17:30","Wheat Ridge","CO","USA"
"06/19/2023 16:59","Greeneville","TN","USA"
"06/19/2023 03:30","Painesville","OH","USA"
"06/18/2023 22:58","Westerly","RI","USA"
"06/18/2023 22:30","Upper Sandusky","OH","USA"
"06/18/2023 17:50","Watsonville","CA","USA"
"06/18/2023 12:47","Landers","CA","USA"
"06/18/2023 08:33","Oahu","HI","USA"
"06/17/2023 22:40","DuBois","PA","USA"
"06/17/2023 08:45","Miami","FL","USA"
"06/17/2023 03:44","O'Fallon","MO","USA"
"06/17/2023 02:45","Paul's Valley","OK","USA"
"06/17/2023 01:10","Fair oaks","IN","USA"
"06/16/2023 22:35","Hawthorne","CA","USA"
"06/16/2023 13:05","Carlsbad","CA","USA"
"06/16/2023 00:30","Albuquerque","NM","USA"
"06/15/2023 23:10","Seattle","WA","USA"
"06/15/2023 22:23","Calabash","NC","USA"
"06/15/2023 22:23","Sayville","NY","USA"
"06/15/2023 22:00","Plano","TX","USA"
"06/15/2023 22:00","Lebanon","ME","USA"
"06/15/2023 21:59","CAPAY, CA","CA","USA"
"06/15/2023 21:36","Fayetteville","NC","USA"
"06/15/2023 20:30","St. George","UT","USA"
"06/15/2023 19:46","Three Rivers","TX","USA"
"06/15/2023 18:11","Baltimore","MD","USA"
"06/15/2023 14:00","Fultondale","AL","USA"
"06/15/2023 13:30","San Francisco","CA","USA"
"06/15/2023 05:00","White City","OR","USA"
"06/15/2023 04:30","Southaven- Walls","MS","USA"
"06/15/2023 02:24","Newberg","OR","USA"
"06/14/2023 23:12","Longview","WA","USA"
"06/14/2023 22:41","Longview","WA","USA"
"06/14/2023 16:15","Hampstead","MD","USA"
"06/14/2023 14:35","Mesa","AZ","USA"
"06/14/2023 13:21","Superior","CO","USA"
"06/14/2023 06:32","Brockton right above RT 24","MA","USA"
"06/13/2023 22:57","Pleasant Lake","IN","USA"
"06/13/2023 22:50","Oceanside","CA","USA"
"06/13/2023 22:30","Fort Collins","CO","USA"
"06/13/2023 22:05","brookfield","WI","USA"
"06/13/2023 21:30","Wilmington","NC","USA"
"06/13/2023 15:52","Newark","NJ","USA"
"06/13/2023 10:08","Brooklyn","NY","USA"
"06/13/2023 09:46","South Dos Palos","CA","USA"
"06/12/2023 23:04","Isanti","MN","USA"
"06/12/2023 22:56","Defiance","MO","USA"
"06/12/2023 22:50","Louisville","KY","USA"
"06/12/2023 22:50","PLEASANT HILL","CA","USA"
"06/12/2023 22:45","Oakton","VA","USA"
"06/12/2023 22:42","Grantville","PA","USA"
"06/12/2023 22:30","Dayton","WA","USA"
"06/12/2023 22:30","Ashburn","VA","USA"
"06/12/2023 22:30","Sequim","WA","USA"
"06/12/2023 22:20","Bellingham","WA","USA"
"06/12/2023 22:20","Joshua Tree","CA","USA"
"06/12/2023 22:13","Roswell","NM","USA"
"06/12/2023 22:00","Moab","UT","USA"
"06/12/2023 21:30","Pinetop","AZ","USA"
"06/12/2023 21:15","Smithville","MO","USA"
"06/12/2023 20:56","Camarillo","CA","USA"
"06/12/2023 18:00","chester springs","PA","USA"
"06/12/2023 16:30","Johnston","IA","USA"
"06/12/2023 14:46","Pensacola Beach","FL","USA"
"06/12/2023 10:28","Thornton","NH","USA"
"06/12/2023 01:02","Anchorage","AK","USA"
"06/11/2023 19:02","Cape coral","FL","USA"
"06/11/2023 18:40","Sandy","OR","USA"
"06/11/2023 16:20","Pembroke","MA","USA"
"06/11/2023 10:02","Carson City","OR","USA"
"06/11/2023 09:15","Orange Park","FL","USA"
"06/10/2023 23:30","Kuna","ID","USA"
"06/10/2023 22:15","Elgin. (Rural)","OK","USA"
"06/10/2023 21:30","Oro valley near tucson","AZ","USA"
"06/10/2023 19:30","Killeen","TX","USA"
"06/10/2023 18:30","Yosemite National Park","CA","USA"
"06/10/2023 15:17","Vass","NC","USA"
"06/10/2023 15:00","Oro Valley","AZ","USA"
"06/10/2023 11:59","Tarpon springs","FL","USA"
"06/10/2023 03:16","Erie","CO","USA"
"06/10/2023 03:12","Phoenix","AZ","USA"
"06/10/2023 03:00","Phoenix","AZ","USA"
"06/09/2023 23:17","Lake Kahola","KS","USA"
"06/09/2023 22:47","Howell","NJ","USA"
"06/09/2023 21:17","Washington TWP","MI","USA"
"06/09/2023 21:15","Point Pleasant","NJ","USA"
"06/09/2023 21:00","Las Vegas","NV","USA"
"06/09/2023 18:43","Wasilla","AK","USA"
"06/09/2023 18:30","Albion","IN","USA"
"06/09/2023 13:35","Willow","AK","USA"
"06/09/2023 13:00","Bridgeton","MO","USA"
"06/09/2023 12:19","Big Flats","NY","USA"
"06/09/2023 10:47","Reno","NV","USA"
"06/09/2023 10:00","Tucson","AZ","USA"
"06/09/2023 00:49","Billings","MT","USA"
"06/08/2023 22:44","Albuquerque","NM","USA"
"06/08/2023 22:30","Campbellsville","KY","USA"
"06/08/2023 22:00","Rehoboth Beach","DE","USA"
"06/08/2023 21:00","Spearfish","SD","USA"
"06/08/2023 00:37","Blackshear","GA","USA"
"06/07/2023 23:48","Silverdale","WA","USA"
"06/07/2023 23:07","Bourbon","IN","USA"
"06/07/2023 23:00","Milan","IN","USA"
"06/07/2023 22:15","Williamson","NY","USA"
"06/07/2023 21:35","Princeton","WV","USA"
"06/07/2023 21:30","Greenacres","FL","USA"
"06/07/2023 21:28","Chandler","AZ","USA"
